Title,Body
"Laravel 8: Connection could not be established with host smtp.gmail.com","<p>I'm trying to send a simple email from my laravel 8 app using Google SMTP server, but it doesn't work, I'm getting this error:</p>
<pre><code>Swift_TransportException
Connection could not be established with host smtp.gmail.com :stream_socket_client(): SSL:
</code></pre>
<p>or</p>
<pre><code>stream_socket_enable_crypto(): SSL operation failed with code 1. OpenSSL Error messages: error:1416F086:SSL routines:tls_process_server_certificate:certificate verify failed 
</code></pre>
<p>I found many SO post regarding this issue but none of them worked for me, here's a list of what I have tried:</p>
<ul>
<li>Enabling less secure apps in the google account</li>
<li>using ports 465 and 587</li>
<li>Using <code>smtp.googlemail.com</code> and <code>smtp.gmail.com</code></li>
<li>Using <code>MAIL_ENCRYPTION=tls</code> and <code>ssl</code></li>
<li>Changing <code>'stmp'</code> to <code>'sendmail'</code></li>
<li><a href=""https://stackoverflow.com/questions/30556773/how-to-fix-stream-socket-enable-crypto-ssl-operation-failed-with-code-1"">Blocking switmailer's ssl constraint</a></li>
</ul>
<p>Is there something else I can try?</p>
<p>Here's my mail configuration, although I've tried many versions of it:</p>
<pre><code>MAIL_MAILER=smtp
MAIL_HOST=smtp.gmail.com
MAIL_PORT=587
MAIL_USERNAME=address@gmail.com
MAIL_PASSWORD=password
MAIL_ENCRYPTION=tls
MAIL_FROM_ADDRESS=null
MAIL_FROM_NAME=&quot;${APP_NAME}&quot;
</code></pre>
"
"encoding to UTF-8 in email","<p>I have a client that is receiving email incorrectly encoded.  I am using the System.Net.Mail class and setting the body encoding to UTF-8.  I have done a bit of reading and since I have to set the body of the email as a string encoding the data to a UTF-8 byte array really does nothing for me since I have to convert is back to a string that is UTF-16.  Correct?</p>

<p><strong>when I send:</strong>
<em>Il s'agit d'un message de test pour déterminer comment le système va gérer les messages envoyés à l'aide des caractères français.
Merci et bonne journée.</em></p>

<p><strong>They see:</strong> 
*Il s'agit d'un message de test pour dÃ©terminer comment le systÃ¨me va gÃ©rer les messages envoyÃ©s Ã  l'aide des caractÃ¨res franÃ§ais.</p>

<p>Merci et bonne journÃ©e.*</p>

<p>I have tried different encodings on the email, but I am really suspecting that the client is incorrectly decoding the email since my email client displays this correctly.  Am I missing something?  Is there something else that can be done?</p>

<p>code below</p>

<pre><code>SmtpMailService.SendMail(string.Empty, toAddress, ""emailaddress@emai.com"", """", subject, sb.ToString(), false);

 public static bool SendMail(string fromAddress, string toAddress, string ccAddress, string bccAddress, string subject, string body, bool isHtmlBody)
    {

        if (String.IsNullOrEmpty(toAddress)) return false;
        var toMailAddress = new MailAddress(toAddress);

        var fromMailAddress = new MailAddress(String.IsNullOrEmpty(fromAddress) ? DefaultFromAddress : fromAddress);

        var mailMessage = new MailMessage(fromMailAddress, toMailAddress);

        if (!String.IsNullOrEmpty(ccAddress))
        {
            mailMessage.CC.Add(new MailAddress(ccAddress));
        }

        if (!String.IsNullOrEmpty(bccAddress))
        {
            mailMessage.Bcc.Add(new MailAddress(bccAddress));
        }

        if (!string.IsNullOrEmpty(fromAddress)) mailMessage.Headers.Add(""Reply-To"", fromAddress);

        mailMessage.Subject = subject;
        mailMessage.IsBodyHtml = isHtmlBody;
        mailMessage.Body = body;
        mailMessage.BodyEncoding = System.Text.Encoding.UTF8;

        var enableSslCfg = ConfigurationManager.AppSettings[""Email.Ssl""];
        var enableSsl = string.IsNullOrEmpty(enableSslCfg) || bool.Parse(enableSslCfg);
        var client = new SmtpClient {EnableSsl = enableSsl};

        client.Send(mailMessage);


        return true;
    }
</code></pre>
"
"How to Verify an Email Address in Python Using smtplib","<p>I have been trying to verify an email address entered by the user in my program. The code I currently have is:</p>

<pre><code>server = smtplib.SMTP()
server.connect()
server.set_debuglevel(True)
try:
    server.verify(email)
except Exception:
    return False
finally:
    server.quit()
</code></pre>

<p>However when I run it I get:</p>

<pre><code>ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
</code></pre>

<p>So what I am asking is how do i verify an email address using the smtp module? I want to check whether the email address actually exists.</p>
"
"Email SMTP validator","<p>I need to send hundreds of newsletters, but would like to check first if email exists on server. It's called <a href=""http://en.wikipedia.org/wiki/Simple_Mail_Transfer_Protocol"" rel=""noreferrer"">SMTP</a> validation, at least I think so, based on my research on Internet.  </p>

<p>There's several libraries that can do that, and also a page with open-source code in <a href=""http://en.wikipedia.org/wiki/Active_Server_Pages"" rel=""noreferrer"">ASP Classic</a> (<a href=""http://www.coveryourasp.com/ValidateEmail.asp#Result3"" rel=""noreferrer"">http://www.coveryourasp.com/ValidateEmail.asp#Result3</a>), but I have hard time reading ASP Classic, and it seems that it uses some third-party library...  </p>

<p>Is there some code for SMTP validation in C#, and/or general explanation of how it works?</p>
"
"Setting up SMTP server for your app in a container","<p>I have an app which sends email and requires smtp running on port 25. For which I created another container and mapped port 25 from host to container.</p>

<p>That didnt quite work well, as it kept throwing the following error </p>

<p><code>ERROR: for smtp  Cannot start service smtp: driver failed programming external connectivity on endpoint push_smtp_1 (25f260f6185dd34cfdb8fb9956c28187028aaca4d850d7a73acc4c2180c55696): Error starting userland proxy: Bind for 0.0.0.0:25: unexpected error (Failure EADDRINUSE)</code></p>

<p>Not sure what could be wrong here, following the other posts I tried restarting the docker client, as well as verified that there is nothing else running on port 25 <code>lsof -i:25</code> Let me know if I am missing something here.</p>

<p>The 2nd part to this question is, what is the Ideal way to deal with smtp server. </p>

<ol>
<li><p>Should the smtp server be created within the app container. Came across this blog <a href=""http://www.tothenew.com/blog/setting-up-sendmail-inside-your-docker-container/"" rel=""nofollow noreferrer"">http://www.tothenew.com/blog/setting-up-sendmail-inside-your-docker-container/</a></p></li>
<li><p>If not (1), then is it better to create a smtp container and map ports.Is so, whats the reason for getting the above error.</p></li>
</ol>

<p>Below is how my docker-compose: </p>

<pre><code>version: '3'
services:
  push:
    image: emailService
    ports:
    - ""9602:9602/tcp""
    networks:
    - default
    build:
      context: ./
      dockerfile: Dockerfile
      args:
      - ""TARGET=build""
    depends_on:
    - gearmand
    - smtp
  smtp:
    image: catatnight/postfix:latest
    ports:
    - ""25:25""
    networks:
    - default
  gearmand:
    image: &lt;path&gt;/&lt;to&gt;/gearmand:latest
    ports:
    - ""4730:4730/tcp""
    networks:
    - default
</code></pre>

<p>Thanks!</p>
"
"Send emails with Spring by using Java annotations","<p>How could I send an email with <strong>Spring 4</strong> (and <strong>Spring Boot</strong>) by using a pure annotation-based approach (according to the <em>Java Configurations</em> rules)?</p>
"
"Can't open Outlook e-mail message from Windows 7 search results","<p>When I type something into the Windows 7 search box and choose <strong>See more results</strong> a list of found emails and files appears (I've customised my index to include my C drive too).  So far, so good.  I can open other file types by double-clicking, but there is no right-mouse menu for Outlook files, and double-clicking doesn't do anything.</p>

<p>On previous computers this has worked fine.  I've been through all sorts of links on Google, but none of them has the right answer (at least for me).  I'm running Windows 7 on a 64-bit computer, but running MS Office 2010 as a 32-bit application.  </p>

<p>Any suggestions, wonderful people at StackOverflow?</p>
"
"Sending HTML Email results in Email displaying HTML source (Codeigniter Email Class)","<p>I am having problems with email sent via the email class in Codeigniter displaying the source HTML code in the email message instead of the rendered HTML view. For testing, I am currently having CI on XAMPP on Windows, and using Gmail SMTP to send to the same gmail address.</p>

<p>The function that sends the email is as follows:</p>

<pre><code>$config = Array(
        'protocol' =&gt; 'smtp',
        'smtp_host' =&gt; 'ssl://smtp.googlemail.com',
        'smtp_port' =&gt; 465,
        'smtp_user' =&gt; 'myaccountname@gmail.com',
        'smtp_pass' =&gt; 'mygmailpassword',
        );

    $this-&gt;load-&gt;library('email', $config); 
    $this-&gt;email-&gt;from($this-&gt;config-&gt;item('webmaster_email', 'tank_auth'), $this-&gt;config-&gt;item('website_name', 'tank_auth'));
    $this-&gt;email-&gt;reply_to($this-&gt;config-&gt;item('webmaster_email', 'tank_auth'), $this-&gt;config-&gt;item('website_name', 'tank_auth'));
    $this-&gt;email-&gt;to($email);
    $this-&gt;email-&gt;subject(sprintf($this-&gt;lang-&gt;line('auth_subject_'.$type), $this-&gt;config-&gt;item('website_name', 'tank_auth')));
    $this-&gt;email-&gt;message($this-&gt;load-&gt;view('email/'.$type.'-html', $data, TRUE));
    $this-&gt;email-&gt;set_alt_message($this-&gt;load-&gt;view('email/'.$type.'-txt', $data, TRUE));

    $this-&gt;email-&gt;set_newline(""\r\n""); // require this, otherwise sending via gmail times out

    $this-&gt;email-&gt;send();
</code></pre>

<p>There is no problem getting the text version sent. The view loaded is a html file that will be emailed out.</p>

<pre><code>    &lt;!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""&gt;
&lt;html&gt;
&lt;head&gt;&lt;title&gt;Welcome to &lt;?php echo $site_name; ?&gt;!&lt;/title&gt;&lt;/head&gt;
&lt;body&gt;
&lt;div style=""max-width: 800px; margin: 0; padding: 30px 0;""&gt;
&lt;table width=""80%"" border=""0"" cellpadding=""0"" cellspacing=""0""&gt;
&lt;tr&gt;
&lt;td width=""5%""&gt;&lt;/td&gt;
&lt;td align=""left"" width=""95%"" style=""font: 13px/18px Arial, Helvetica, sans-serif;""&gt;
&lt;h2 style=""font: normal 20px/23px Arial, Helvetica, sans-serif; margin: 0; padding: 0 0 18px; color: black;""&gt;Welcome to &lt;?php echo $site_name; ?&gt;!&lt;/h2&gt;
Thanks for joining &lt;?php echo $site_name; ?&gt;. We listed your sign in details below, make sure you keep them safe.&lt;br /&gt;
To verify your email address, please follow this link:&lt;br /&gt;
&lt;br /&gt;
&lt;big style=""font: 16px/18px Arial, Helvetica, sans-serif;""&gt;&lt;b&gt;&lt;a href=""&lt;?php echo site_url('/auth/activate/'.$user_id.'/'.$new_email_key); ?&gt;"" style=""color: #3366cc;""&gt;Finish your registration...&lt;/a&gt;&lt;/b&gt;&lt;/big&gt;&lt;br /&gt;
&lt;br /&gt;
Link doesn't work? Copy the following link to your browser address bar:&lt;br /&gt;
&lt;nobr&gt;&lt;a href=""&lt;?php echo site_url('/auth/activate/'.$user_id.'/'.$new_email_key); ?&gt;"" style=""color: #3366cc;""&gt;&lt;?php echo site_url('/auth/activate/'.$user_id.'/'.$new_email_key); ?&gt;&lt;/a&gt;&lt;/nobr&gt;&lt;br /&gt;
&lt;br /&gt;
Please verify your email within &lt;?php echo $activation_period; ?&gt; hours, otherwise your registration will become invalid and you will have to register again.&lt;br /&gt;
&lt;br /&gt;
&lt;br /&gt;
&lt;?php if (strlen($username) &gt; 0) { ?&gt;Your username: &lt;?php echo $username; ?&gt;&lt;br /&gt;&lt;?php } ?&gt;
Your email address: &lt;?php echo $email; ?&gt;&lt;br /&gt;
&lt;?php if (isset($password)) { /* ?&gt;Your password: &lt;?php echo $password; ?&gt;&lt;br /&gt;&lt;?php */ } ?&gt;
&lt;br /&gt;
&lt;br /&gt;
Have fun!&lt;br /&gt;
The &lt;?php echo $site_name; ?&gt; Team
&lt;/td&gt;
&lt;/tr&gt;
&lt;/table&gt;
&lt;/div&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p>Any ideas how to get HTML emails sent to be rendered instead of displaying its source code?</p>
"
"100% width tables don't work in Gmail Android","<p>I'm trying to build a responsive email – it's actually working pretty great across the board, except for some small pieces that aren't co-operating in Gmail for Android.</p>

<p>I have these seriously simple black stripes that sit at the top of the email as a decorative element:</p>

<pre><code>&lt;table width=""100%"" cellpadding=""0"" cellspacing=""0"" align=""center"" valign=""top""&gt;
    &lt;tr&gt;&lt;td width=""100%"" height=""11"" bgcolor=""#000000""&gt;&lt;/td&gt;&lt;/tr&gt;
    &lt;tr&gt;&lt;td width=""100%"" height=""2"" bgcolor=""#FFFFFF""&gt;&lt;/td&gt;&lt;/tr&gt;
    &lt;tr&gt;&lt;td width=""100%"" height=""1"" bgcolor=""#000000""&gt;&lt;/td&gt;&lt;/tr&gt;
    &lt;tr&gt;&lt;td width=""100%"" height=""30"" bgcolor=""#FFFFFF""&gt;&lt;/td&gt;&lt;/tr&gt;
&lt;/table&gt;
</code></pre>

<p>Yet they don't display as anything more than a tiny strip of black and white that resembles an ultra-thin exclamation point on the Gmail Android app.</p>

<p>Likewise, there is a footer that isn't spanning the full width of the email:</p>

<pre><code>&lt;table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""0"" align=""center"" bgcolor=""#000000""&gt;
    &lt;tr&gt;
        &lt;td&gt;

        &lt;table width=""650"" border=""0"" cellpadding=""0"" cellspacing=""0"" align=""center"" bgcolor=""#000000""&gt;
            &lt;tr&gt;
                &lt;td align=""right"" class=""footer""&gt;
                    &lt;img src=""images/footer.png"" /&gt;
                &lt;/td&gt;
            &lt;/tr&gt;
        &lt;/table&gt;

        &lt;/td&gt;
    &lt;/tr&gt;
&lt;/table&gt;
</code></pre>

<p>Any suggestions on how to make these span the full width of the email?</p>
"
"How Can I Specify Credentials for Simple Authentication in SSIS SMTP Connection Manager?","<p>We have several <code>asp.net</code> web apps that send emails, and the <code>MailMessage</code> object is configured with an <code>SMTP</code> server, username and password. The emails are sent with no problems.</p>

<p>In an <code>SSIS</code> package, I added an SMTP connection manager, and I configured the smtp server. I set <code>UseWindowsAuthentication=True</code> because I don't see where I type in username/password.</p>

<p>When I run the package from <code>SQL Server Agent</code>, the SSIS sends the email correctly, so apparently, the user/password is not needed.</p>

<p>So how can the SMTP package send an email without the user credentials? Does it make sense that the asp.net don't need the credentials either?</p>

<p>We're all under the same company network and we use <code>Exchange Server</code>.</p>

<p>Thanks.</p>
"
"How do I send an e-mail in Java?","<p>I need to send e-mails from a servlet running within Tomcat. I'll always send to the same recipient with the same subject, but with different contents.</p>
<p>What's a simple, easy way to send an e-mail in Java?</p>
<h3>Related:</h3>
<blockquote>
<p><a href=""https://stackoverflow.com/questions/46663/how-do-you-send-email-from-a-java-app-using-gmail"">How do you send email from a Java app using GMail?</a></p>
</blockquote>
"
"Hyperlink an Email Address using LinkLabel in C#","<p>I have made an about box that is meant to allow users to click the hyperlink email address which will take them to a Microsoft Outlook to be able to send an email to the email address, but I don't know how to link it to Outlook and allow the user to click the link to do this</p>
"
"Gmail smtp configuration for Drupal 7","<p>I want to send email in Drupal 7. So, does anyone know how to configure Gmail SMTP on Drupal 7? </p>
"
"Setting different reply-to message in Python email/smtplib","<p>I am using Python email and smtplib to send an email from Python. I am doing this via the Gmail SMTP server using my Gmail credentials. This works fine, however I would like to specify a <code>Reply-to</code> email address different from the <code>from</code> address, so that replies go to a separate address (non-Gmail.)</p>
<p>I have tried creating a <code>reply to</code> parameter like this:</p>
<pre><code>   msg = MIMEMultipart()

   msg['From'] = &quot;email@gmail.com&quot;
   msg['To'] = to
   msg['Subject'] = subject
   msg['Reply-to'] = &quot;email2@example.com&quot;
</code></pre>
<p>But this doesn't work. Can't find any info on this in the Python docs.</p>
"
"Mailbox name not allowed. The server response was: Envelope FROM 'example@example.com' email address not allowed","<p>I'm trying to make a contact form on my website with SMTP JS. However, when I submit info into the form it's not working outputting error message: &quot;SMTP JS Contact Form Says &quot;Mailbox name not allowed. The server response was: Envelope FROM 'example@example.com' email address not allowed.&quot;</p>
<p>Here is my code:
HTML:</p>
<pre class=""lang-html prettyprint-override""><code>  &lt;form onsubmit=&quot;send(); reset(); return false;&quot;&gt;
            &lt;input placeholder=&quot;First Name&quot; required id=&quot;first-name&quot;&gt;&lt;br&gt;
            &lt;input placeholder=&quot;Last Name&quot; required id=&quot;last-name&quot;&gt;&lt;br&gt;
            &lt;input placeholder=&quot;Email Adress&quot; required id=&quot;email&quot;&gt;&lt;br&gt;
            &lt;button&gt;Submit&lt;/button&gt;
        &lt;/form&gt;
</code></pre>
<p>SMTP JS</p>
<pre class=""lang-js prettyprint-override""><code>&lt;script src=&quot;https://smtpjs.com/v3/smtp.js&quot;&gt;&lt;/script&gt;
&lt;script&gt;
var send = function() {
    Email.send({
    Host : &quot;smtp.elasticemail.com&quot;,
    Username : &quot;example@example.com&quot;,
    Password : &quot;My Password&quot;,
    To : 'example@example.com',
    From : document.getElementById(&quot;email&quot;).value,
    Subject : &quot;New Signup!!!&quot;,
    Body : &quot;And this is the body&quot;
}).then(
  message =&gt; alert(message)
);
};
    &lt;/script&gt;
</code></pre>
<p>I've tried moving the website to https server as well as localhost. How can I fix this?</p>
"
"Send email with Python in Windows 11 with ""Outlook (New)""","<p>I am trying to send an email in a Windows 11 machine, with a Python code that was previously working on a different Windows 10 machine with Outlook installed.</p>
<p>It seems like, for some reason, in Windows 11, the &quot;real&quot; Outlook desktop app is not installed...instead, it installs some sort of (webview maybe??) version of Outlook that it calls &quot;Outlook New&quot;.</p>
<p>Anyway, the issue is that, the original code below that was working before does no longer work.</p>
<pre><code>import win32com.client as win32

outlook = win32.Dispatch(&quot;Outlook.Application&quot;)
mail = outlook.CreateItem(0)

mail.Subject = &quot;Email Subject&quot;
mail.Body = &quot;Email body,Python win32com and Outlook.&quot;
mail.To = &quot;valid@email.here&quot;
mail.Send()
</code></pre>
<p>This fails with traceback</p>
<pre><code>Traceback (most recent call last):
  File &quot;C:\Users\admin\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.7_qbz5n2kfra8p0\LocalCache\local-packages\Python37\site-packages\win32com\client\dynamic.py&quot;, line 84, in _GetGoodDispatch
    IDispatch = pythoncom.connect(IDispatch)
pywintypes.com_error: (-2147221005, 'Invalid class string', None, None)

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File &quot;.\test_mail.py&quot;, line 4, in &lt;module&gt;
    outlook = win32.Dispatch(&quot;Outlook.Application&quot;)
  File &quot;C:\Users\admin\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.7_qbz5n2kfra8p0\LocalCache\local-packages\Python37\site-packages\win32com\client\__init__.py&quot;, line 118, in Dispatch
    dispatch, userName = dynamic._GetGoodDispatchAndUserName(dispatch, userName, clsctx)
  File &quot;C:\Users\admin\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.7_qbz5n2kfra8p0\LocalCache\local-packages\Python37\site-packages\win32com\client\dynamic.py&quot;, line 104, in _GetGoodDispatchAndUserName
    return (_GetGoodDispatch(IDispatch, clsctx), userName)
  File &quot;C:\Users\admin\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.7_qbz5n2kfra8p0\LocalCache\local-packages\Python37\site-packages\win32com\client\dynamic.py&quot;, line 87, in _GetGoodDispatch
    IDispatch, None, clsctx, pythoncom.IID_IDispatch
pywintypes.com_error: (-2147221005, 'Invalid class string', None, None)
</code></pre>
<p>Which suggests me that it seems to be a problem finding the &quot;real&quot; Outlook app.</p>
<p>Can anyone suggest a fix for this in Windows 11?</p>
"
"Read a big .mbox file with Python","<p>I'd like to read a big 3GB .mbox file coming from a Gmail backup. This works:</p>

<pre><code>import mailbox
mbox = mailbox.mbox(r""D:\All mail Including Spam and Trash.mbox"")
for i, message in enumerate(mbox):
    print(""from   :"",message['from'])
    print(""subject:"",message['subject'])
    if message.is_multipart():
        content = ''.join(part.get_payload(decode=True) for part in message.get_payload())
    else:
        content = message.get_payload(decode=True)
    print(""content:"",content)
    print(""**************************************"")

    if i == 10:
        break
</code></pre>

<p>except it takes more than 40 seconds for the first 10 messages only.</p>

<p><strong>Is there a faster way to access to a big .mbox file with Python?</strong></p>
"
"PHP send an email with image attachment","<p>I'm trying to create a script that will send an image uploaded from an iphone app I'm developing to me in an email.</p>

<p>I've been able to get the script to send me an email with an attachment. However, the attachment is always 0kb.</p>

<p>Here is my code:</p>

<pre><code>// Standard email info


$to = 'example@example.com'; 
 $subject = 'Email with an image attached'; 

 // This variable will be used when declaring the ""boundaries""
 // for the different sections of the email
 $boundary = md5(date('r', time()));

 //Initial Headers 
 $headers = ""MIME-Version: 1.0\r\n""; // &lt;- the ""\r\n"" indicate a carriage return and newline, respectively
 $headers .= ""From: &lt;example@example.com&gt;\r\n"";
 $headers .= ""Content-Type: multipart/mixed; boundary="" . $boundary . ""\r\n""; // &lt;- This is 
 // saying the there will be more than one (a ""mix"") of Content Types in this email.
 // The ""boundary"" value will indicate when each content type will start

  //First Content Type
 $message = ""\r\n\r\n--"" . $boundary . ""\r\n""; // &lt;- This indicates that I'm going to start
 // declaring headers specific to this section of the email. 
 // MAKE SURE there's only ONE(1) ""\r\n"" between the above boundry and the first header below (Content-Type)
 $message .= ""Content-type: text/plain; charset=\""iso-8859-1\""\r\n""; // &lt;- Here I'm saying this content should be plain text
 $message .= ""Content-Transfer-Encoding: 7bit\r\n\r\n"";

 // Body of the email for the headers I just declared 
 $message .= ""Someone filled out the form. See their info below:\r\n"";
 $message .= ""Name:"";

//Second Content Type
 $message .= ""\r\n\r\n--"" . $boundary . ""\r\n""; // &lt;- This idicates that I'm going to start 
 // declaring some more headers for the content below
 // MAKE SURE there's only ONE(1) ""\r\n"" between the above boundry and the first header below (Content-Type)
 $message .= ""Content-type: image/jpeg\r\n""; // &lt;- Here I'm saying that this Content Type is for a JPEG image
 $message .= ""Content-Transfer-Encoding: base64\r\n""; // &lt;- this is saying that this section's content will be base64 Encoded
 $message .= ""Content-Disposition: attachment; filename=\""Image.jpg\""\r\n""; // &lt;- This is saying the content below should be an attachment and gives it a file name

 // The base64_encode below is necessary because this is a file. 
 $message .= base64_encode(file_get_contents($_FILES[""userfile""][""name""])); 

 $message .= ""\r\n\r\n--"" . $boundary . ""--""; // &lt;- This indicates the end of the boundries. Notice the additional ""--"" after the boundry's value.

 // Send the email using ""mail()"".
 // Adding the ""$mail_sent = "" before ""mail()"" will store TRUE in $mail_sent if the email is sent successfully
 // Adding the ""@"" sign before ""mail()"" will disable error display so users
 // won't see the actual error info if it fails, just ""Mail failed"".
 $mail_sent = @mail($to, $subject, $message, $headers); 

 //Check to see if the email was sent successfully ($mail_sent = true).
 //If so, display ""Mail Sent"" to the screen, else display ""Mail Failed"".
 echo $mail_sent ? ""Mail sent"" : ""Mail failed""; 
</code></pre>

<p>Everything works fine except the attachment is 0kb.</p>

<p>Any help is appreciated.</p>

<p>Thanks.</p>
"
"UIActivityViewController - Email and Twitter sharing","<p>I recently started working with UIActivity to share my app to the world, but I have few problems. <strong>First, I didn't find how to set the subject of my email.</strong> Is there any way? Second, when I set the body text of my email, there is a extra ""enter"" (first line of the email is blank and my text starts at the second line). Here's the code:</p>

<pre><code> NSMutableArray *array = [[NSMutableArray alloc] initWithObjects: @""Test"", nil];

    UIActivityViewController *activityViewController = [[UIActivityViewController alloc]
                                   initWithActivityItems:array applicationActivities:nil];
</code></pre>

<p>And in the email, it shows that:</p>

<p>""</p>

<p>Test
""</p>

<p>Third: is there a way to know which sharing method has been selected? Because I want to include a hashtag in my post when the user shares on twitter, but now it gets integrated in the email also, which obviously doesn't make sense. </p>

<p>Thanks!</p>
"
"How to send embedded images with sendgrid emails?","<p>I'm starting with SendGrid to send my e-mails, but I coudn't find how to embed images. Without using SendGrid I was using the following code to send e-mails with embedded images:</p>

<pre><code>var mail = new System.Net.Mail.MailMessage();
mail.Subject = ""Warning"";
mail.From = ""from_user@test.com"";
mail.To.Add(""to_user@test.com"");
mail.IsBodyHtml = true;
mail.Body = ""&lt;html&gt;&lt;body&gt;&lt;a href='http://www.mywebsite.com' title='My Website'&gt;&lt;img src='cid:my_image' alt='My Image' border='0' /&gt;&lt;/a&gt;&lt;br /&gt;&lt;h1&gt;My E-mail Title&lt;/h1&gt;E-mail content.&lt;/body&gt;&lt;/html&gt;"";
var av = AlternateView.CreateAlternateViewFromString(mail.Body, null, ""text/html"");
av.LinkedResources.Add(new LinkedResource(@""C:\my_image.png"", ""image/png""){ContentId=""my_image""});
mail.AlternateViews.Add(av);
var smtp = new SmtpClient(""smtp.test.com"");
smtp.Credentials = new NetworkCredential(""user"", ""pass"");
smtp.Send(mail);
</code></pre>

<p>--- EDITED ---</p>

<p>Now I'm using the following code to send my e-mails (using SendGrid classes).</p>

<pre><code>var message = SendGrid.GetInstance();
message.Subject = ""Warning"";
message.From = new MailAddress(""from_user@test.com"");
message.To = new MailAddress[] { new MailAddress(""to_user@test.com"") };
message.Html = ""&lt;html&gt;&lt;body&gt;&lt;a href='http://www.mywebsite.com' title='My Website'&gt;&lt;img src='cid:my_image' alt='My Image' border='0' /&gt;&lt;/a&gt;&lt;br /&gt;&lt;h1&gt;My E-mail Title&lt;/h1&gt;E-mail content.&lt;/body&gt;&lt;/html&gt;"";
var transportSMTP = SMTP.GetInstance(new NetworkCredential(""user"", ""pass""));
transportSMTP.Deliver(message);
</code></pre>

<p>What I need to know is how to embed and link my images inside the e-mail using its content id (CID).</p>
"
"Send html email using flask in Python","<p>I want to send HTML webpage as a mail body using Python and Flask. I tried using MIME module, but somehow I am not being able to send mail. If anyone has any expertise on this, can you please help me. </p>

<p>It would be great if you could provide some code as well.</p>
"
"Test PHP's mail function from localhost","<p>I need to test a function that uses PHP's mail()<br />
How can I do this without uploading the script to a server and test it online?<br />
What's even more I am developing with no Internet connection at all.<br />
I am on Mac OSX running localhost from XAMPP. </p>
"
"Is it possible to use custom fonts in sendgrid?","<p>Is it possible to import fonts in sendgrid? I've been trying to use @font-face but it doesn't seem to work, but maybe I'm doing something wrong.</p>

<p>Example of the code I used:</p>

<pre><code>@font-face {
   font-family: Avenir;
   src: url('http://cdn.linktofont.com/font.ttf');
}
</code></pre>
"
"Django email with smtp.gmail SMTPAuthenticationError 534 Application-specific password required","<p>I am trying to have django send emails but I am getting this error:</p>

<pre><code>Traceback (most recent call last):
  File ""&lt;console&gt;"", line 1, in &lt;module&gt;
  File ""/Library/Python/2.7/site-packages/django/core/mail/__init__.py"", line 62, in send_mail
    return mail.send()
  File ""/Library/Python/2.7/site-packages/django/core/mail/message.py"", line 286, in send
    return self.get_connection(fail_silently).send_messages([self])
  File ""/Library/Python/2.7/site-packages/django/core/mail/backends/smtp.py"", line 92, in send_messages
    new_conn_created = self.open()
  File ""/Library/Python/2.7/site-packages/django/core/mail/backends/smtp.py"", line 59, in open
    self.connection.login(self.username, self.password)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/smtplib.py"", line 615, in login
    raise SMTPAuthenticationError(code, resp)
SMTPAuthenticationError: (534, '5.7.9 Application-specific password required. Learn more at\n5.7.9 http://support.google.com/accounts/bin/answer.py?answer=185833 v14sm3323298pbs.11 - gsmtp')
</code></pre>

<p>The link suggested my to perform a 2-step verification which I did but still no results.</p>

<p>In my settings.py</p>

<pre><code>EMAIL_USE_TLS = True
EMAIL_HOST = 'smtp.gmail.com'
EMAIL_HOST_USER = 'email@gmail.com'
EMAIL_HOST_PASSWORD = 'password'
EMAIL_PORT = 587
</code></pre>

<p>I tried testing this in django shell but got the error shown above:</p>

<pre><code>&gt;&gt;&gt; from django.core.mail import send_mail
&gt;&gt;&gt; from django.conf import settings
&gt;&gt;&gt; sub = ""sup man""
&gt;&gt;&gt; msg = ""char lisss""
&gt;&gt;&gt; from_user = settings.EMAIL_HOST_USER
&gt;&gt;&gt; to = [""email@email.com""]
&gt;&gt;&gt; send_mail(sub,msg,from_user,to, fail_silently=False)
</code></pre>
"
